DATAFLOW,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NL,2013,24.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NL,2014,24.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NL,2015,24.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NL,2016,24.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NL,2017,24.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NL,2018,24.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NL,2019,24.3,p
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NO,2010,22.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NO,2011,21.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NO,2012,21.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NO,2013,22.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NO,2014,21.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NO,2015,22.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NO,2016,22.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NO,2017,22.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NO,2018,22.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,NO,2019,23.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PL,2010,22.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PL,2011,22.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PL,2012,21.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PL,2013,21.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PL,2014,21.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PL,2015,21.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PL,2016,21.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PL,2017,20.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PL,2018,20.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PL,2019,20.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PT,2010,16.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PT,2011,17.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PT,2012,18.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PT,2013,18.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PT,2014,19.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PT,2015,18.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PT,2016,18.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PT,2017,17.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PT,2018,17.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,PT,2019,17.6,p
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RO,2010,23.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RO,2011,23.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RO,2012,21.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RO,2013,19.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RO,2014,19.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RO,2015,20.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RO,2016,19.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RO,2017,21.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RO,2018,17.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RO,2019,19.6,p
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RS,2010,21.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RS,2011,21.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RS,2012,21.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RS,2013,20.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RS,2014,21.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RS,2015,21.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RS,2016,21.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RS,2017,20.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RS,2018,20.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,RS,2019,20.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SE,2010,26.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SE,2011,26.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SE,2012,26.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SE,2013,26.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SE,2014,26.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SE,2015,25.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SE,2016,25.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SE,2017,25.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SE,2018,25.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SE,2019,25.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SI,2010,19.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SI,2011,19.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SI,2012,19.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SI,2013,20.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SI,2014,19.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SI,2015,19.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SI,2016,19.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SI,2017,19.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SI,2018,19.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SI,2019,18.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SK,2010,30.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SK,2011,30.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SK,2012,30.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SK,2013,30.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SK,2014,30.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SK,2015,29.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SK,2016,29.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SK,2017,28.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SK,2018,28.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,SK,2019,28.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,TR,2010,18.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,TR,2011,17.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,TR,2012,17.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,TR,2013,16.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,TR,2014,16.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,TR,2015,16.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,TR,2016,16.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,TR,2017,15.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,TR,2018,15.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,TR,2019,14.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,UK,2010,27.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,UK,2011,26.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,UK,2012,27.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,UK,2013,27.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,UK,2014,26.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,UK,2015,27.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,UK,2016,27.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,UK,2017,26.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,UK,2018,25.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP04,UK,2019,25.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,AT,2010,3.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,AT,2011,3.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,AT,2012,3.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,AT,2013,3.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,AT,2014,3.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,AT,2015,3.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,AT,2016,3.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,AT,2017,3.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,AT,2018,3.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,AT,2019,4.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BE,2010,4.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BE,2011,5.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BE,2012,5.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BE,2013,5.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BE,2014,5.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BE,2015,5.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BE,2016,5.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BE,2017,5.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BE,2018,5.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BE,2019,5.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BG,2010,1.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BG,2011,1.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BG,2012,1.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BG,2013,1.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BG,2014,1.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BG,2015,1.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BG,2016,1.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BG,2017,1.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BG,2018,1.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,BG,2019,1.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CY,2010,2.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CY,2011,2.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CY,2012,2.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CY,2013,2.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CY,2014,1.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CY,2015,1.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CY,2016,1.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CY,2017,1.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CY,2018,1.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CY,2019,1.9,p
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CZ,2010,3.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CZ,2011,3.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CZ,2012,3.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CZ,2013,2.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CZ,2014,2.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CZ,2015,2.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CZ,2016,2.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CZ,2017,2.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CZ,2018,2.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,CZ,2019,2.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DE,2010,7.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DE,2011,7.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DE,2012,7.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DE,2013,7.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DE,2014,7.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DE,2015,7.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DE,2016,7.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DE,2017,7.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DE,2018,7.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DE,2019,7.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DK,2010,7.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DK,2011,7.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DK,2012,7.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DK,2013,7.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DK,2014,7.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DK,2015,7.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DK,2016,7.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DK,2017,7.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DK,2018,7.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,DK,2019,7.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA,2010,4.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA,2011,4.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA,2012,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA,2013,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA,2014,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA,2015,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA,2016,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA,2017,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA,2018,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA,2019,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA12,2010,4.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA12,2011,4.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA12,2012,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA12,2013,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA12,2014,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA12,2015,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA12,2016,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA12,2017,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA12,2018,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA12,2019,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA19,2010,4.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA19,2011,4.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA19,2012,4.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA19,2013,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA19,2014,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA19,2015,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA19,2016,4.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA19,2017,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA19,2018,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EA19,2019,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EE,2010,1.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EE,2011,1.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EE,2012,1.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EE,2013,1.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EE,2014,2.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EE,2015,2.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EE,2016,2.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EE,2017,2.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EE,2018,2.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EE,2019,2.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EL,2010,3.3,b
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EL,2011,3.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EL,2012,3.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EL,2013,3.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EL,2014,3.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EL,2015,3.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EL,2016,3.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EL,2017,3.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EL,2018,2.9,p
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,EL,2019,2.8,p
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,ES,2010,2.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,ES,2011,2.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,ES,2012,2.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,ES,2013,2.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,ES,2014,3.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,ES,2015,3.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,ES,2016,3.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,ES,2017,2.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,ES,2018,2.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,ES,2019,3.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FI,2010,5.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FI,2011,5.1,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FI,2012,5.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FI,2013,5.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FI,2014,5.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FI,2015,5.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FI,2016,6.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FI,2017,6.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FI,2018,6.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FI,2019,6.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FR,2010,4.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FR,2011,4.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FR,2012,4.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FR,2013,4.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FR,2014,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FR,2015,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FR,2016,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FR,2017,4.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FR,2018,4.6,p
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,FR,2019,4.6,p
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HR,2010,0.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HR,2011,0.7,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HR,2012,0.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HR,2013,0.6,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HR,2014,0.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HR,2015,0.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HR,2016,0.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HR,2017,0.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HR,2018,0.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HR,2019,0.5,p
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HU,2010,0.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HU,2011,0.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HU,2012,0.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HU,2013,1.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HU,2014,0.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HU,2015,0.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HU,2016,0.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HU,2017,0.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HU,2018,0.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,HU,2019,0.9,p
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IE,2010,3.9,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IE,2011,4.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IE,2012,4.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IE,2013,4.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IE,2014,4.3,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IE,2015,4.5,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IE,2016,4.8,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IE,2017,5.0,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IE,2018,5.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IE,2019,5.4,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IS,2010,5.2,
ESTAT:NAMA_10_CO3_P3(1.0),A,PC_TOT,CP041,IS,2011,5.9,
