DATAFLOW,freq,hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SK,2013,20.5,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SK,2014,20.3,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SK,2015,21.1,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SK,2016,20.1,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SK,2017,20.6,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SK,2018,17.2,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SK,2019,17.9,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,UK,2010,28.9,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,UK,2011,28.5,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,UK,2012,19.8,b
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,UK,2013,20.7,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,UK,2014,25.2,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,UK,2015,24.9,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,UK,2016,24.5,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,UK,2017,24.8,b
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,UK,2018,25.1,
