DATAFLOW,freq,hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SE,2014,22.9,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SE,2015,22.6,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SE,2016,22.2,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SE,2017,21.7,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SE,2018,21.6,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SE,2019,22.2,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SI,2010,15.4,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SI,2011,15.7,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SI,2012,16.0,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SI,2013,16.8,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SI,2014,17.1,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SI,2015,16.1,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SI,2016,16.0,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SI,2017,15.6,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SI,2018,15.5,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SI,2019,14.8,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SK,2010,20.0,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SK,2011,20.4,
ESTAT:ILC_MDED01(1.0),A,TOTAL,TOTAL,PC,SK,2012,19.9,
